Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,ADM,P_SNF_ADM,P_EDV_Vis,P_EM_Total,P_EM_PCP_Vis,P_CT_VIS,P_MRI_VIS,N_PCP,N_Spec,N_Hosp,GenSaveLoss,EarnSaveLoss,Performance_Year,Per_Capita_Exp_TOTAL_PY,ACO_ID,ACO_Name
105355.0,10813.0,15868.0,10768.0,89515.0,11451.0,17410.0,11021.0,93623.0,11648.0,17148.0,11646.0,1.083,0.971,0.89,1.073,8608.0,988.0,3147.0,2810.0,1663.0,5213.0,3395.0,7992.0,197.0,59.0,301,87,720.0,9998.0,3126.0,688.0,203,180.0,208.0,2,4635932.0,1796282.0,2020,11765.0,A3004,"Life Health Services, LLC"
76566.0,8043.0,15227.0,8474.0,73532.0,8260.0,15397.0,8954.0,101338.0,10770.0,22573.0,9518.0,0.96,1.053,1.028,0.963,10660.0,462.0,4941.0,3627.0,1630.0,6637.0,4023.0,8801.0,1594.0,33.0,288,50,479.0,9491.0,3711.0,606.0,197,27.0,21.0,0,0.0,0.0,2020,10082.0,A2569,"Doctors ACO, LLC"
76566.0,8043.0,15227.0,8474.0,73532.0,8260.0,15397.0,8954.0,101338.0,10770.0,22573.0,9518.0,0.96,1.053,1.028,0.963,10660.0,462.0,4941.0,3627.0,1630.0,6637.0,4023.0,8801.0,1594.0,33.0,288,50,479.0,9491.0,3711.0,606.0,197,27.0,21.0,0,0.0,0.0,2020,10082.0,A3012,"Consolidated Medical Practices of Memphis, PLLC"
78618.0,9447.0,15344.0,8531.0,77449.0,10279.0,15772.0,9174.0,82412.0,9878.0,16887.0,9446.0,1.014,1.052,1.1,1.043,24743.0,3918.0,12011.0,6298.0,2516.0,13439.0,11304.0,22173.0,1299.0,60.0,280,59,657.0,8861.0,3262.0,767.0,197,624.0,1263.0,9,7718383.0,2990638.0,2020,10025.0,A3016,"ProMedica Health Network, Inc."
108774.0,10106.0,14239.0,10394.0,68889.0,9531.0,16407.0,10249.0,103888.0,10489.0,13993.0,10410.0,1.064,0.902,0.938,0.966,6782.0,325.0,3139.0,2275.0,1043.0,3978.0,2804.0,5548.0,389.0,289.0,205,42,382.0,10535.0,3724.0,484.0,253,94.0,147.0,0,5268804.0,2041501.0,2020,9408.0,A3021,"Princeton HealthCare Partners, LLC"
81056.0,10304.0,19463.0,9919.0,78746.0,10102.0,20033.0,10106.0,82628.0,10668.0,19573.0,10480.0,1.003,1.001,1.013,1.044,63512.0,5617.0,29245.0,20557.0,8093.0,36517.0,26995.0,55612.0,5798.0,233.0,289,46,622.0,9198.0,3223.0,687.0,226,774.0,1136.0,22,31534424.0,12218627.0,2020,10892.0,A3029,CHRISTUS Health Quality Care Alliance
95687.0,11920.0,17970.0,11021.0,97956.0,12092.0,18544.0,11424.0,104526.0,12022.0,18544.0,11650.0,1.028,0.907,1.025,0.981,66902.0,7471.0,30676.0,19555.0,9200.0,38278.0,28624.0,56964.0,3752.0,1235.0,257,42,451.0,11394.0,3535.0,668.0,348,1392.0,4164.0,10,21597035.0,8368192.0,2020,11654.0,A3030,Northwell Health ACO
95687.0,11920.0,17970.0,11021.0,97956.0,12092.0,18544.0,11424.0,104526.0,12022.0,18544.0,11650.0,1.028,0.907,1.025,0.981,66902.0,7471.0,30676.0,19555.0,9200.0,38278.0,28624.0,56964.0,3752.0,1235.0,257,42,451.0,11394.0,3535.0,668.0,348,1392.0,4164.0,10,21597035.0,8368192.0,2020,11654.0,A4629,TRINITY HEALTH OF NEW ENGLAND ACO LLC
68529.0,8958.0,14678.0,8338.0,63897.0,8359.0,14282.0,8646.0,74896.0,8914.0,14845.0,9070.0,1.01,1.003,1.006,1.056,17673.0,2502.0,8432.0,5088.0,1651.0,10206.0,7467.0,13861.0,3447.0,100.0,251,37,579.0,11639.0,5670.0,639.0,203,69.0,39.0,1,20079473.0,14587843.0,2020,9332.0,A3047,MS MSSP
90733.0,11832.0,16328.0,9444.0,96284.0,11052.0,15072.0,9808.0,102283.0,11597.0,15110.0,10143.0,0.986,1.059,0.957,1.006,41415.0,3976.0,20552.0,12716.0,4171.0,24140.0,17275.0,34546.0,4867.0,338.0,232,33,528.0,9521.0,3160.0,664.0,222,531.0,834.0,5,19388945.0,9573291.0,2020,9976.0,A2000,"ProHealth Physicians ACO, LLC"
90733.0,11832.0,16328.0,9444.0,96284.0,11052.0,15072.0,9808.0,102283.0,11597.0,15110.0,10143.0,0.986,1.059,0.957,1.006,41415.0,3976.0,20552.0,12716.0,4171.0,24140.0,17275.0,34546.0,4867.0,338.0,232,33,528.0,9521.0,3160.0,664.0,222,531.0,834.0,5,19388945.0,9573291.0,2020,9976.0,A3053,eBrightHealth ACO
81242.0,8791.0,13328.0,8578.0,73701.0,8237.0,11989.0,8970.0,87348.0,9735.0,13939.0,9328.0,0.952,0.917,0.851,0.875,6331.0,920.0,3096.0,1541.0,774.0,3444.0,2887.0,5833.0,12.0,18.0,237,78,486.0,8933.0,3624.0,478.0,152,49.0,98.0,2,0.0,0.0,2020,9695.0,A3073,AccoCare
72479.0,8652.0,13225.0,8502.0,74938.0,8270.0,14930.0,8515.0,81656.0,8539.0,14620.0,8386.0,0.941,1.041,1.103,1.009,8299.0,959.0,3801.0,2563.0,976.0,4770.0,3529.0,5571.0,2521.0,17.0,280,41,597.0,10550.0,4266.0,583.0,154,33.0,23.0,0,5938872.0,2316160.0,2020,9369.0,A3075,"Tar River Health Alliance, LLC"
76930.0,7904.0,12744.0,8554.0,80094.0,8289.0,14145.0,9034.0,89407.0,8501.0,14538.0,9337.0,0.966,0.832,0.962,0.943,17304.0,1693.0,8851.0,5141.0,1619.0,10161.0,7143.0,14049.0,2586.0,144.0,218,26,491.0,11797.0,5289.0,636.0,248,61.0,23.0,0,2112196.0,1042897.0,2020,9299.0,A3094,Avant MSO
80516.0,10659.0,13910.0,9530.0,78416.0,10316.0,14888.0,10101.0,76415.0,9706.0,14717.0,9411.0,0.996,1.015,0.983,1.181,3635.0,448.0,1723.0,1114.0,350.0,2017.0,1618.0,2665.0,719.0,93.0,302,43,600.0,11277.0,4467.0,809.0,268,34.0,5.0,0,2567290.0,1243433.0,2020,10874.0,A3103,"Accountable Care of NEFL, LLC"
86292.0,11192.0,17922.0,11406.0,95214.0,11716.0,19206.0,10755.0,81858.0,11844.0,18147.0,10619.0,0.998,1.116,1.044,1.096,6407.0,1995.0,2487.0,1329.0,596.0,3609.0,2798.0,4492.0,1471.0,115.0,423,85,868.0,13640.0,7204.0,687.0,183,97.0,48.0,0,0.0,0.0,2020,13347.0,A3105,"Prime Accountable Care , LLC"
68635.0,9315.0,13178.0,9422.0,84257.0,9751.0,13999.0,10009.0,75671.0,10036.0,14523.0,9865.0,1.023,0.994,0.973,1.1,10546.0,1978.0,4005.0,3074.0,1489.0,5686.0,4860.0,10161.0,51.0,39.0,248,49,711.0,7925.0,2311.0,646.0,199,280.0,792.0,5,5707730.0,4163076.0,2020,10774.0,A3151,"Beacon Rural Health, LLC"
62366.0,7231.0,11813.0,7455.0,53336.0,8784.0,12733.0,8229.0,83615.0,8587.0,12344.0,9003.0,0.956,0.887,0.899,0.967,7094.0,874.0,3088.0,2014.0,1118.0,4056.0,3038.0,6478.0,159.0,63.0,230,50,570.0,9058.0,3266.0,549.0,162,143.0,317.0,2,0.0,0.0,2020,9279.0,A3195,Cayuga Health Partners
69008.0,10176.0,8744.0,8577.0,83067.0,8964.0,16683.0,8812.0,88992.0,9544.0,11417.0,9133.0,0.981,1.075,1.254,1.138,7101.0,300.0,3046.0,2841.0,914.0,3811.0,3290.0,6794.0,112.0,21.0,229,34,477.0,11018.0,4521.0,672.0,297,12.0,18.0,0,0.0,0.0,2020,9615.0,A3218,"Health First Partners , LLC"
78109.0,8883.0,15022.0,9124.0,80200.0,9615.0,15817.0,9066.0,81055.0,9648.0,16061.0,9299.0,1.004,0.984,1.094,1.023,23727.0,2601.0,11138.0,6696.0,3292.0,13733.0,9994.0,20778.0,1568.0,207.0,277,56,592.0,7636.0,3258.0,588.0,181,358.0,530.0,0,9401059.0,6962660.0,2020,9595.0,A3224,Aurora Accountable Care Organization LLC
82912.0,9998.0,14999.0,9845.0,88357.0,9881.0,14207.0,10024.0,103262.0,10020.0,14135.0,10108.0,0.973,0.934,0.928,1.011,58151.0,1685.0,29081.0,20588.0,6797.0,32688.0,25463.0,53880.0,1307.0,556.0,209,37,483.0,11410.0,4085.0,703.0,270,538.0,667.0,5,17191727.0,12893795.0,2020,9678.0,A3229,Banner Health Network
94325.0,11160.0,15434.0,10654.0,107609.0,11262.0,16225.0,11128.0,103506.0,12165.0,17655.0,11782.0,1.05,0.928,0.967,1.044,10563.0,800.0,4390.0,3392.0,1981.0,6538.0,4025.0,9415.0,348.0,138.0,267,76,508.0,9050.0,3503.0,643.0,209,144.0,343.0,0,6839935.0,3318437.0,2020,10336.0,A3235,MACIPA
74248.0,8926.0,15880.0,8531.0,78937.0,9535.0,16051.0,8652.0,83787.0,9361.0,15934.0,9132.0,0.977,0.941,0.985,1.005,31609.0,3578.0,15187.0,9421.0,3423.0,17680.0,13929.0,25820.0,4781.0,199.0,234,32,477.0,10722.0,5042.0,586.0,221,169.0,105.0,0,17944878.0,8748128.0,2020,9082.0,A3236,Privia Quality Network of Georgia
73374.0,9472.0,12166.0,8042.0,77958.0,9505.0,11508.0,8221.0,78464.0,9670.0,12549.0,8751.0,0.948,0.947,0.879,0.925,70348.0,7992.0,35420.0,20336.0,6600.0,40364.0,29984.0,55408.0,11946.0,544.0,220,18,475.0,9217.0,3216.0,596.0,236,558.0,724.0,0,38686785.0,15015308.0,2020,8684.0,A3250,Piedmont Clinic ACO LLC
93029.0,14202.0,16915.0,11647.0,80596.0,14655.0,18176.0,11424.0,87809.0,16754.0,19583.0,12592.0,0.987,1.367,1.163,1.143,9566.0,1759.0,3951.0,2697.0,1159.0,5608.0,3958.0,7027.0,902.0,422.0,291,48,648.0,11288.0,4765.0,653.0,279,291.0,939.0,0,9390878.0,4548348.0,2020,13700.0,A3253,Foundation Accountable Care Network
64557.0,9766.0,20570.0,8498.0,77633.0,9239.0,19469.0,9290.0,84333.0,9764.0,21066.0,9278.0,1.096,1.055,1.147,1.146,7334.0,1077.0,3191.0,2125.0,941.0,3945.0,3389.0,6974.0,96.0,17.0,259,51,523.0,8949.0,5113.0,626.0,156,39.0,7.0,0,8085515.0,3992223.0,2020,9154.0,A3270,Michigan 2017 ACO
112124.0,13668.0,14118.0,10492.0,99602.0,14102.0,12766.0,10835.0,97364.0,13278.0,12259.0,11203.0,0.964,0.919,0.787,0.961,9408.0,828.0,4432.0,3034.0,1114.0,5694.0,3714.0,5554.0,2522.0,543.0,193,38,485.0,10770.0,4994.0,570.0,239,46.0,13.0,0,5592926.0,2237170.0,2020,10724.0,A3272,"Netrin Primary Care ACO, LLC"
76684.0,10508.0,16761.0,8954.0,84749.0,10422.0,16244.0,9195.0,80055.0,10569.0,19154.0,9653.0,1.026,1.192,1.151,1.007,33355.0,2883.0,16897.0,9666.0,3909.0,19713.0,13642.0,30703.0,1165.0,151.0,266,50,506.0,7498.0,2892.0,592.0,183,458.0,953.0,0,12652916.0,6217722.0,2020,9662.0,A3273,"Nebraska Health Network, LLC"
87651.0,10955.0,16542.0,9339.0,81024.0,10064.0,16968.0,9601.0,74662.0,11702.0,17372.0,9656.0,1.021,0.991,0.968,0.975,14651.0,1366.0,7748.0,4231.0,1306.0,8314.0,6337.0,12705.0,877.0,267.0,232,26,480.0,10639.0,5291.0,584.0,240,81.0,21.0,0,14927731.0,5793826.0,2020,9517.0,A3274,"Premier Care Community, LLC"
69600.0,9577.0,20584.0,9720.0,69883.0,9309.0,21851.0,9742.0,73598.0,9591.0,21845.0,9726.0,0.965,0.949,1.073,0.984,16236.0,1609.0,7806.0,5067.0,1754.0,9341.0,6895.0,14257.0,1663.0,27.0,285,41,578.0,9377.0,4230.0,684.0,230,77.0,97.0,0,9992637.0,3997055.0,2020,9975.0,A3280,"Prime Care Managers, LLC"
69600.0,9577.0,20584.0,9720.0,69883.0,9309.0,21851.0,9742.0,73598.0,9591.0,21845.0,9726.0,0.965,0.949,1.073,0.984,16236.0,1609.0,7806.0,5067.0,1754.0,9341.0,6895.0,14257.0,1663.0,27.0,285,41,578.0,9377.0,4230.0,684.0,230,77.0,97.0,0,9992637.0,3997055.0,2020,9975.0,A3361,"UOP ACO, LLC"
72534.0,8926.0,18050.0,8933.0,79179.0,9317.0,18801.0,9255.0,83823.0,9438.0,15629.0,9541.0,0.91,0.892,0.986,0.929,26296.0,1595.0,13744.0,8127.0,2830.0,15171.0,11125.0,21422.0,3921.0,124.0,208,25,506.0,9866.0,3514.0,628.0,243,222.0,240.0,0,6226513.0,2447798.0,2020,9197.0,A1637,American Health Network of Ohio PC
72534.0,8926.0,18050.0,8933.0,79179.0,9317.0,18801.0,9255.0,83823.0,9438.0,15629.0,9541.0,0.91,0.892,0.986,0.929,26296.0,1595.0,13744.0,8127.0,2830.0,15171.0,11125.0,21422.0,3921.0,124.0,208,25,506.0,9866.0,3514.0,628.0,243,222.0,240.0,0,6226513.0,2447798.0,2020,9197.0,A3281,Roper St. Francis Health Alliance
81301.0,9414.0,18363.0,9757.0,86281.0,9345.0,18092.0,10103.0,89608.0,10077.0,19552.0,10642.0,1.037,1.048,1.053,1.08,56891.0,5419.0,28274.0,16214.0,6984.0,31941.0,24950.0,52468.0,1961.0,237.0,304,59,555.0,8893.0,3374.0,653.0,199,648.0,1549.0,9,25067978.0,10027191.0,2020,10446.0,A3283,Healthcare Solutions Network
80257.0,11476.0,17741.0,10809.0,83516.0,11663.0,17215.0,10924.0,85886.0,11823.0,19982.0,11608.0,0.964,0.943,0.952,0.926,16222.0,1601.0,6969.0,4941.0,2711.0,9144.0,7078.0,15814.0,17.0,14.0,251,90,539.0,7135.0,309.0,552.0,154,507.0,1081.0,14,0.0,0.0,2020,12231.0,A3287,NPG Health Collaborative LLC
83301.0,9454.0,17312.0,8969.0,92460.0,10114.0,18446.0,9298.0,78140.0,9881.0,18307.0,9602.0,1.004,1.047,1.123,1.045,45220.0,4973.0,20895.0,13504.0,5848.0,24953.0,20267.0,42500.0,1237.0,162.0,269,61,611.0,7737.0,2049.0,635.0,191,596.0,1372.0,8,24381089.0,17942958.0,2020,9376.0,A3289,OSF Healthcare System
69889.0,8288.0,13964.0,7636.0,70259.0,8368.0,14357.0,8262.0,66580.0,8374.0,16980.0,8714.0,0.966,0.967,1.057,1.075,11725.0,1732.0,5634.0,3301.0,1058.0,6711.0,5014.0,10167.0,1251.0,58.0,245,25,475.0,9950.0,5081.0,601.0,216,43.0,0.0,0,9600834.0,4650038.0,2020,8979.0,A3299,CA Santa Barbara MSSP
66951.0,7978.0,16786.0,8109.0,67591.0,8521.0,16424.0,8274.0,78806.0,8158.0,15230.0,8414.0,0.927,0.975,1.025,1.011,19214.0,2141.0,10538.0,4967.0,1568.0,10509.0,8705.0,18075.0,121.0,173.0,171,31,432.0,8960.0,4685.0,507.0,243,143.0,60.0,0,7050269.0,3414705.0,2020,8702.0,A3301,Utah 2017 ACO
85323.0,10205.0,16660.0,9930.0,88771.0,10488.0,17233.0,9913.0,88670.0,10941.0,17996.0,10131.0,1.039,1.03,1.059,1.07,36743.0,7254.0,15877.0,9704.0,3908.0,20706.0,16037.0,33384.0,1816.0,272.0,302,60,658.0,8527.0,3299.0,740.0,192,615.0,1105.0,12,12175827.0,4779012.0,2020,10399.0,A3317,"McLaren High Performance Network, LLC"
108870.0,11549.0,13829.0,9905.0,102777.0,10652.0,14662.0,9866.0,95209.0,11921.0,14180.0,10025.0,0.973,1.03,1.01,1.002,28089.0,2952.0,14372.0,7799.0,2966.0,15723.0,12366.0,25630.0,885.0,339.0,249,48,464.0,9426.0,3886.0,531.0,222,200.0,323.0,0,11992834.0,5840885.0,2020,9737.0,A3318,Community Care Collaborative of Pennsylvania and New Jersey LLC
80544.0,11725.0,9650.0,8378.0,98708.0,11110.0,10718.0,8657.0,76879.0,11802.0,10658.0,8854.0,0.995,0.929,0.721,0.947,9744.0,738.0,4647.0,3305.0,1054.0,5521.0,4223.0,7057.0,1219.0,734.0,165,20,443.0,10680.0,5956.0,531.0,196,40.0,2.0,0,10211605.0,4084642.0,2020,8146.0,A3319,"Mid-Atlantic Collaborative Care, LLC"
73632.0,10000.0,14739.0,10197.0,73395.0,10216.0,15052.0,10571.0,77170.0,10838.0,15424.0,10994.0,0.928,0.919,0.842,0.958,15327.0,2640.0,6750.0,4081.0,1856.0,8654.0,6673.0,12906.0,483.0,82.0,320,66,802.0,10143.0,2205.0,673.0,148,267.0,515.0,11,0.0,0.0,2020,11753.0,A3320,Texas Panhandle Clinical Partners ACO LLC
76350.0,9420.0,14912.0,9045.0,79543.0,10032.0,16538.0,9484.0,84322.0,10018.0,17097.0,9890.0,1.026,1.049,1.038,0.977,36239.0,2444.0,18317.0,11083.0,4395.0,21203.0,15036.0,27947.0,6598.0,454.0,252,35,533.0,9297.0,3588.0,609.0,170,199.0,186.0,4,18263938.0,7076718.0,2020,9370.0,A3323,Richmond Good Help ACO
76050.0,9543.0,15846.0,8767.0,70038.0,10192.0,17082.0,9201.0,70674.0,8528.0,14895.0,9269.0,0.978,0.991,1.031,1.085,9305.0,1132.0,4412.0,2702.0,1059.0,5419.0,3886.0,5973.0,2835.0,155.0,244,41,721.0,9657.0,3458.0,643.0,204,52.0,73.0,3,4379441.0,1729879.0,2020,9562.0,A3324,Hampton Roads Good Help ACO
73093.0,7666.0,14157.0,8108.0,72576.0,8305.0,14461.0,8398.0,77202.0,8416.0,15673.0,8919.0,0.938,0.866,0.974,0.927,57214.0,7010.0,28195.0,16671.0,5338.0,32220.0,24994.0,50610.0,4982.0,236.0,223,28,474.0,9428.0,3751.0,573.0,205,505.0,627.0,6,13143429.0,5125937.0,2020,8807.0,A3325,"Southeastern Health Partners Medicare ACO, LLC"
92920.0,12988.0,17919.0,11789.0,103268.0,13102.0,18991.0,11783.0,105118.0,13247.0,19064.0,12099.0,1.029,1.077,1.1,1.024,49278.0,4371.0,21492.0,15693.0,7722.0,29511.0,19767.0,38059.0,5524.0,971.0,272,52,494.0,10980.0,3376.0,639.0,325,961.0,3238.0,2,28496135.0,11041383.0,2020,12574.0,A3327,"New York Medical Partners ACO, LLC"
77869.0,9846.0,15680.0,10436.0,70290.0,9222.0,13755.0,10065.0,77149.0,9751.0,12168.0,9815.0,1.068,0.975,0.914,1.076,4192.0,1223.0,1729.0,931.0,309.0,2359.0,1833.0,3035.0,582.0,190.0,341,46,675.0,11227.0,6342.0,658.0,187,55.0,6.0,0,2901242.0,1124143.0,2020,9975.0,A3280,"Prime Care Managers, LLC"
77869.0,9846.0,15680.0,10436.0,70290.0,9222.0,13755.0,10065.0,77149.0,9751.0,12168.0,9815.0,1.068,0.975,0.914,1.076,4192.0,1223.0,1729.0,931.0,309.0,2359.0,1833.0,3035.0,582.0,190.0,341,46,675.0,11227.0,6342.0,658.0,187,55.0,6.0,0,2901242.0,1124143.0,2020,9975.0,A3361,"UOP ACO, LLC"
80169.0,9152.0,16107.0,9732.0,83485.0,9184.0,16544.0,10011.0,81470.0,9441.0,15064.0,10276.0,0.961,0.992,1.015,1.12,21915.0,3092.0,9716.0,6583.0,2524.0,12426.0,9489.0,16195.0,5076.0,191.0,311,60,689.0,12300.0,5777.0,641.0,202,416.0,538.0,4,13044357.0,6318361.0,2020,10794.0,A3365,"TC2, LLC"
82327.0,8941.0,10550.0,9329.0,91730.0,9722.0,12592.0,10020.0,67588.0,10152.0,13339.0,10817.0,0.922,0.902,0.841,0.965,9354.0,1236.0,4321.0,2687.0,1110.0,5032.0,4322.0,6973.0,182.0,297.0,195,40,528.0,9883.0,3117.0,553.0,232,144.0,89.0,2,7022499.0,2721004.0,2020,10351.0,A3379,"Pacific Accountable Care, LLC"
73677.0,8394.0,12653.0,8539.0,77784.0,8619.0,13511.0,8644.0,68524.0,9137.0,14755.0,9161.0,1.064,0.944,1.04,0.998,39607.0,3543.0,18701.0,11665.0,5698.0,22465.0,17142.0,37907.0,468.0,184.0,246,63,534.0,8258.0,3140.0,467.0,159,345.0,674.0,5,6565150.0,4785379.0,2020,9094.0,A3380,MercyOne ACO III
55648.0,8851.0,14624.0,8437.0,68668.0,7411.0,12873.0,8456.0,73640.0,9284.0,15712.0,8771.0,0.914,0.929,1.012,0.954,10295.0,998.0,4844.0,3281.0,1172.0,5913.0,4382.0,9744.0,276.0,27.0,208,41,510.0,9259.0,3806.0,547.0,184,88.0,180.0,3,4744045.0,1838173.0,2020,8629.0,A3391,"CHESS Value, LLC"
81771.0,9882.0,16869.0,10252.0,88492.0,11489.0,17223.0,10745.0,84632.0,11435.0,18062.0,11357.0,1.046,0.952,0.972,0.962,24823.0,2002.0,10376.0,7823.0,4622.0,13994.0,10829.0,24311.0,27.0,27.0,249,94,594.0,7466.0,864.0,538.0,142,782.0,1770.0,27,0.0,0.0,2020,11325.0,A3397,MercyOne ACO I
80279.0,11706.0,16657.0,8841.0,81504.0,12117.0,18531.0,9192.0,79052.0,12925.0,16736.0,9745.0,1.018,1.259,1.143,0.999,18786.0,2596.0,9326.0,5411.0,1453.0,10752.0,8034.0,13884.0,4258.0,83.0,283,31,675.0,9229.0,2997.0,647.0,254,323.0,1144.0,5,3519114.0,2556655.0,2020,10541.0,A3442,"MUSC Health Alliance, LLC"
87126.0,9252.0,15521.0,10198.0,83680.0,9780.0,15631.0,10339.0,87782.0,10569.0,15875.0,10790.0,1.004,0.948,0.997,1.05,72956.0,8463.0,32687.0,21393.0,10413.0,40729.0,32227.0,64924.0,4277.0,661.0,268,55,567.0,9922.0,3389.0,656.0,214,918.0,2126.0,10,29266697.0,21262409.0,2020,10394.0,A3454,Trinity Health Integrated Care
72528.0,8241.0,10128.0,6919.0,73870.0,8409.0,9923.0,7655.0,67842.0,8741.0,10542.0,8092.0,0.922,0.818,0.744,0.906,10277.0,4467.0,3948.0,1384.0,478.0,5651.0,4626.0,4653.0,5148.0,133.0,293,26,981.0,8703.0,609.0,477.0,145,140.0,83.0,0,10271855.0,4975038.0,2020,8919.0,A3466,"Louisiana Primary Care Accountable Care Organization, LLC"
74003.0,9174.0,15527.0,8922.0,75398.0,9477.0,15720.0,8944.0,78651.0,10076.0,17299.0,9291.0,1.021,0.972,1.052,1.012,67811.0,11909.0,30489.0,17747.0,7666.0,38282.0,29529.0,62335.0,2925.0,225.0,263,41,650.0,8027.0,2767.0,734.0,181,1556.0,3132.0,16,22901573.0,8988867.0,2020,9439.0,A3470,Affirmant Health Partners
99589.0,11660.0,16912.0,10885.0,105121.0,14860.0,18208.0,11063.0,106313.0,15043.0,19159.0,11731.0,1.054,1.285,0.998,1.106,32677.0,1834.0,17890.0,9825.0,3128.0,19753.0,12924.0,26321.0,3182.0,1110.0,282,28,525.0,10173.0,3659.0,731.0,308,314.0,744.0,0,26247250.0,19439369.0,2020,11743.0,A3473,Houston Methodist Coordinated Care
69132.0,8596.0,12566.0,9085.0,74345.0,8905.0,12638.0,9626.0,77469.0,9408.0,13265.0,9882.0,0.971,0.867,0.939,1.05,18707.0,5425.0,6792.0,4110.0,2380.0,10370.0,8337.0,15563.0,1830.0,189.0,372,57,843.0,9057.0,3270.0,663.0,163,549.0,955.0,4,5544487.0,2148319.0,2020,10870.0,A3476,"Rochester Regional Health ACO, Inc."
67904.0,8959.0,10506.0,7812.0,74244.0,9232.0,11415.0,8106.0,77664.0,9173.0,11433.0,7926.0,0.957,0.881,0.761,0.851,17021.0,6138.0,7378.0,2721.0,784.0,8963.0,8058.0,13112.0,571.0,236.0,268,43,875.0,7438.0,556.0,628.0,185,351.0,70.0,0,15239755.0,5904940.0,2020,9245.0,A3477,Community Health Provider Alliance
83013.0,9246.0,14089.0,8385.0,72298.0,9271.0,14288.0,8980.0,77031.0,9669.0,15260.0,9004.0,0.978,0.895,0.9,0.929,13278.0,4315.0,5613.0,2590.0,760.0,7593.0,5685.0,11022.0,917.0,54.0,297,33,823.0,9129.0,554.0,619.0,191,126.0,53.0,0,8303326.0,3217285.0,2020,10196.0,A3486,"Patient Care Network of Oklahoma, LLC"
73353.0,8926.0,13110.0,8619.0,77426.0,9297.0,13638.0,8939.0,80908.0,9322.0,14704.0,9489.0,0.986,0.995,0.992,1.019,71171.0,6240.0,35569.0,21500.0,7862.0,40056.0,31115.0,59996.0,8112.0,551.0,241,38,514.0,9631.0,3364.0,636.0,208,777.0,1153.0,4,18829920.0,7343669.0,2020,9302.0,A3504,"Novant Health Accountable Care Organization I, LLC"
90620.0,11032.0,18215.0,8245.0,91646.0,11106.0,11602.0,8457.0,85507.0,8837.0,13549.0,8744.0,1.006,0.912,0.794,0.89,6680.0,481.0,3520.0,2092.0,587.0,3499.0,3181.0,5806.0,429.0,90.0,184,20,497.0,9312.0,4052.0,538.0,212,65.0,101.0,0,2044518.0,803751.0,2020,8266.0,A3507,"Novant Health UVA Health System Accountable Care Organization, LLC"
83204.0,9206.0,15364.0,8121.0,88860.0,8150.0,16806.0,8796.0,88802.0,9479.0,17078.0,9297.0,1.009,0.97,1.08,0.916,12663.0,749.0,6791.0,3635.0,1488.0,7318.0,5345.0,12066.0,82.0,69.0,188,43,350.0,8575.0,4597.0,615.0,182,51.0,0.0,0,5242532.0,2539151.0,2020,8818.0,A3509,"OneHealth Nebraska ACO, LLC"
100384.0,13261.0,16806.0,10400.0,93441.0,14461.0,17656.0,10834.0,102501.0,15432.0,17992.0,11481.0,0.962,1.065,1.093,0.987,43512.0,2028.0,21366.0,14392.0,5726.0,24668.0,18844.0,36739.0,893.0,1764.0,203,39,396.0,9395.0,2668.0,631.0,304,492.0,1257.0,4,10678813.0,7758214.0,2020,11157.0,A3521,"Scripps Accountable Care Organization, LLC"
74959.0,10602.0,18165.0,11381.0,81590.0,11703.0,19021.0,11649.0,80128.0,12296.0,20805.0,12003.0,0.96,0.915,0.969,0.963,34784.0,3578.0,14897.0,10578.0,5731.0,19652.0,15132.0,33226.0,277.0,66.0,297,95,658.0,7734.0,889.0,706.0,173,535.0,1391.0,33,11159760.0,4352306.0,2020,11603.0,A3527,"Kansas Clinical Improvement Collaborative, LLC"
99899.0,17005.0,21046.0,13236.0,95382.0,16574.0,24721.0,13339.0,103901.0,17373.0,24176.0,13554.0,1.016,1.44,1.235,1.207,8505.0,1225.0,3534.0,2622.0,1124.0,5217.0,3288.0,4150.0,3968.0,78.0,407,58,722.0,9518.0,2947.0,915.0,265,350.0,1002.0,1,0.0,0.0,2020,15032.0,A3531,"UCMCNACO, LLC"
